ID,WL_HOME,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY
49393,L,0.387,0.344,0.765,11,23,34,20,5,1,4,22.0,-8,0.527,0.438,0.704,11,37,48,17,4,11,12,21.0,8
49394,L,0.482,0.417,0.833,7,29,36,21,9,2,13,20.0,-10,0.518,0.333,1.0,6,29,35,22,5,5,14,17.0,10
49395,W,0.46,0.344,0.821,11,37,48,24,9,11,9,24.0,22,0.391,0.2,0.75,14,33,47,17,6,9,13,27.0,-22
49396,L,0.381,0.304,0.821,6,29,35,20,11,4,14,19.0,-9,0.482,0.278,0.8,15,46,61,29,10,3,22,23.0,9
49397,W,0.494,0.35,0.81,14,25,39,24,2,5,16,15.0,6,0.478,0.313,0.643,15,26,41,27,10,3,12,21.0,-6
49398,W,0.482,0.455,0.667,11,38,49,22,1,6,10,21.0,8,0.438,0.333,0.75,8,32,40,18,4,3,9,24.0,-8
49399,W,0.538,0.583,0.676,14,38,52,23,3,7,13,22.0,22,0.423,0.286,0.619,12,22,34,15,7,5,6,26.0,-22
49400,L,0.474,0.364,0.714,7,27,34,23,4,3,9,22.0,-11,0.506,0.385,0.667,11,30,41,25,6,2,8,20.0,11
49401,W,0.506,0.391,0.737,9,39,48,31,9,7,12,21.0,16,0.395,0.364,0.679,16,33,49,20,3,2,14,16.0,-16
49402,W,0.598,0.44,0.8,8,31,39,21,4,2,12,18.0,14,0.518,0.316,0.792,9,22,31,23,6,5,8,17.0,-14
49403,L,0.54,0.316,0.6,9,23,32,31,8,6,10,19.0,-8,0.638,0.6,0.75,5,32,37,28,6,2,14,17.0,8
49404,W,0.398,0.308,0.75,15,34,49,15,10,8,15,26.0,8,0.363,0.263,0.719,15,39,54,12,3,5,20,15.0,-8
49405,L,0.506,0.385,0.75,9,34,43,32,3,2,14,21.0,-6,0.5,0.4,0.71,9,31,40,22,10,4,8,18.0,6
49406,L,0.375,0.368,0.792,10,31,41,17,5,2,19,26.0,-14,0.473,0.37,0.741,7,35,42,21,10,10,15,23.0,14
49407,W,0.412,0.429,0.714,10,37,47,22,8,7,12,15.0,7,0.407,0.091,0.65,11,41,52,18,9,3,11,17.0,-7
49408,W,0.544,0.182,0.647,9,33,42,26,9,2,19,22.0,16,0.425,0.071,0.556,9,26,35,18,11,2,15,18.0,-16
49409,L,0.494,0.25,0.792,12,27,39,23,6,7,17,24.0,-5,0.481,0.235,0.767,12,23,35,16,11,5,13,21.0,5
49410,W,0.481,0.267,0.741,9,38,47,20,9,4,20,23.0,1,0.398,0.136,0.875,13,29,42,15,8,3,15,22.0,-1
49411,W,0.65,0.5,0.8,4,29,33,28,9,5,11,20.0,18,0.433,0.455,0.769,18,20,38,22,6,1,15,19.0,-18
49412,W,0.532,0.4,0.8,10,32,42,25,4,9,14,25.0,9,0.459,0.111,0.788,11,28,39,19,7,2,10,17.0,-9
49413,L,0.4,0.214,0.846,9,24,33,20,15,7,13,21.0,-9,0.474,0.333,0.8,13,28,41,18,7,6,18,22.0,9
49414,W,0.417,0.429,0.821,14,30,44,21,11,4,12,24.0,2,0.418,0.4,0.929,16,37,53,25,6,7,21,25.0,-2
49415,W,0.464,0.5,0.64,8,34,42,25,6,4,20,19.0,8,0.365,0.4,0.72,11,28,39,15,10,6,17,21.0,-8
49416,W,0.462,0.5,0.667,18,30,48,31,11,2,15,22.0,14,0.486,0.474,0.688,7,23,30,15,3,4,19,19.0,-14
49417,L,0.434,0.389,0.727,10,28,38,24,10,4,19,22.0,-10,0.478,0.5,0.742,5,32,37,15,8,6,16,18.0,10
49418,W,0.554,0.4,0.846,14,31,45,25,5,7,13,30.0,4,0.471,0.25,0.808,15,24,39,24,9,2,9,20.0,-4
49419,W,0.506,0.45,0.806,9,26,35,29,15,5,14,21.0,13,0.532,0.381,0.679,9,27,36,20,9,6,23,26.0,-13
49420,W,0.488,0.429,0.708,9,35,44,17,4,4,12,23.0,3,0.446,0.421,0.533,10,27,37,21,7,3,6,19.0,-3
49421,L,0.405,0.278,0.633,14,27,41,19,8,8,15,20.0,-10,0.409,0.4,0.783,21,30,51,17,9,6,14,23.0,10
49422,W,0.444,0.3,0.81,8,29,37,24,5,4,15,20.0,8,0.472,0.25,0.762,6,32,38,24,8,1,19,24.0,-8
49423,W,0.547,0.267,0.833,7,34,41,29,12,5,17,18.0,15,0.397,0.385,0.958,8,28,36,22,8,3,21,15.0,-15
49424,W,0.438,0.3,0.829,12,34,46,23,9,2,16,31.0,22,0.386,0.231,0.721,11,33,44,21,7,4,22,30.0,-22
49425,L,0.473,0.444,0.786,11,35,46,22,5,8,13,32.0,-1,0.459,0.364,0.745,14,31,45,25,8,4,13,24.0,1
49426,W,0.43,0.235,0.793,6,38,44,23,4,0,9,26.0,4,0.429,0.348,0.607,8,37,45,14,4,2,12,27.0,-4
49427,L,0.383,0.3,0.75,12,33,45,20,6,5,12,20.0,-5,0.432,0.292,0.882,13,36,49,12,4,10,16,23.0,5
49428,L,0.465,0.444,0.8,9,30,39,13,7,4,14,26.0,-15,0.525,0.5,0.871,9,35,44,20,7,9,15,20.0,15
49429,W,0.41,0.222,0.809,9,35,44,17,11,10,12,15.0,11,0.43,0.143,0.591,15,36,51,21,6,6,15,28.0,-11
49430,W,0.558,0.333,0.563,11,42,53,20,5,3,21,22.0,29,0.372,0.211,0.7,3,22,25,17,10,3,13,25.0,-29
49431,L,0.429,0.231,0.704,14,31,45,19,8,6,16,28.0,-16,0.463,0.385,0.765,12,32,44,20,11,4,15,25.0,16
49432,L,0.412,0.455,0.788,12,24,36,24,9,6,9,21.0,-3,0.514,0.353,0.839,10,36,46,24,3,8,20,26.0,3
49433,W,0.531,0.583,0.529,9,37,46,32,8,7,18,25.0,18,0.386,0.278,0.688,14,26,40,17,7,1,17,16.0,-18
49434,L,0.473,0.375,0.692,12,31,43,21,4,7,10,14.0,-8,0.484,0.444,0.833,13,33,46,21,8,3,11,14.0,8
49435,W,0.525,0.545,0.8,5,38,43,18,2,4,27,30.0,6,0.419,0.25,0.654,10,21,31,21,7,3,12,32.0,-6
49436,W,0.484,0.313,0.667,14,40,54,33,2,1,18,23.0,4,0.435,0.333,0.667,9,29,38,24,8,9,10,20.0,-4
49437,W,0.407,0.5,0.778,14,37,51,17,6,5,12,27.0,26,0.304,0.167,0.706,8,32,40,5,5,3,16,20.0,-26
49438,L,0.471,0.667,0.8,15,28,43,16,1,7,18,27.0,-1,0.388,0.133,0.841,18,29,47,16,14,4,12,20.0,1
49439,L,0.472,0.333,0.667,8,37,45,24,7,6,20,22.0,-1,0.388,0.267,0.694,14,31,45,17,12,3,13,24.0,1
49440,W,0.376,0.273,0.722,20,42,62,13,8,11,19,27.0,11,0.356,0.15,0.8,9,30,39,18,4,5,14,29.0,-11
49441,W,0.494,0.353,0.792,11,24,35,23,11,8,15,22.0,6,0.486,0.4,0.76,11,26,37,19,9,2,20,22.0,-6
49442,W,0.476,0.3,0.944,11,35,46,24,11,5,19,19.0,20,0.381,0.474,0.8,9,24,33,15,9,2,19,19.0,-20
49443,L,0.443,0.333,0.778,15,30,45,17,3,7,17,21.0,-3,0.45,0.414,0.833,9,25,34,25,5,11,11,28.0,3
49444,L,0.388,0.231,0.857,11,30,41,24,7,6,14,19.0,-9,0.5,0.636,0.824,3,37,40,20,7,5,16,18.0,9
49445,W,0.43,0.278,0.71,14,37,51,17,11,10,16,26.0,10,0.378,0.278,0.686,12,32,44,14,8,7,18,25.0,-10
49446,L,0.42,0.25,0.56,18,33,51,16,8,6,17,24.0,-5,0.487,0.462,0.667,9,32,41,22,7,7,15,22.0,5
49447,L,0.488,0.316,0.69,10,25,35,22,8,2,13,19.0,-3,0.519,0.6,0.75,11,32,43,24,7,4,15,21.0,3
49448,L,0.457,0.158,0.81,9,35,44,19,4,7,19,26.0,-13,0.378,0.37,0.879,13,35,48,16,9,4,12,24.0,13
49449,W,0.451,0.5,0.852,14,26,40,19,7,5,18,23.0,10,0.469,0.474,0.826,5,23,28,13,6,5,18,28.0,-10
49450,W,0.416,0.292,0.72,16,35,51,18,10,6,18,16.0,13,0.439,0.545,0.5,12,34,46,13,9,11,19,26.0,-13
49451,W,0.42,0.263,0.867,13,30,43,19,4,4,17,22.0,4,0.5,0.333,0.714,8,26,34,16,8,13,18,25.0,-4
49452,W,0.462,0.4,0.833,9,34,43,27,22,4,18,25.0,20,0.348,0.3,0.656,19,38,57,15,9,3,29,21.0,-20
49453,W,0.443,0.316,0.767,18,38,56,25,9,5,20,18.0,24,0.404,0.25,0.462,15,27,42,27,11,4,17,26.0,-24
49454,L,0.353,0.214,0.652,19,24,43,16,5,0,15,19.0,-23,0.537,0.313,0.706,5,35,40,29,10,6,8,21.0,23
49455,L,0.341,0.19,0.742,15,33,48,17,7,3,17,23.0,-16,0.468,0.438,0.69,8,33,41,23,7,7,14,22.0,16
49456,L,0.4,0.25,0.882,7,31,38,10,9,5,14,27.0,-21,0.53,0.636,0.833,8,34,42,32,6,3,16,25.0,21
49457,W,0.606,0.385,0.594,9,27,36,27,4,4,15,33.0,12,0.413,0.0,0.78,16,19,35,15,9,2,10,27.0,-12
49458,L,0.463,0.308,0.5,10,30,40,26,10,6,17,18.0,-9,0.481,0.429,0.8,7,32,39,28,11,3,18,21.0,9
49459,W,0.477,0.417,0.815,16,24,40,15,5,4,11,24.0,3,0.459,0.429,0.724,17,25,42,19,3,3,15,26.0,-3
49460,W,0.512,0.609,0.8,20,39,59,22,8,4,19,23.0,19,0.413,0.5,0.759,15,21,36,22,12,5,12,21.0,-19
49461,L,0.432,0.294,0.731,10,34,44,15,2,4,14,22.0,-12,0.44,0.294,0.7,14,29,43,26,7,7,7,17.0,12
49462,W,0.582,0.571,0.806,8,39,47,31,9,7,16,27.0,32,0.369,0.333,0.763,13,27,40,14,10,2,18,23.0,-32
49463,L,0.449,0.222,0.7,11,27,38,13,2,2,17,19.0,-23,0.519,0.333,1.0,10,26,36,33,10,7,8,19.0,23
49464,L,0.375,0.2,0.76,11,29,40,16,4,4,17,11.0,-14,0.475,0.292,0.778,10,29,39,21,10,8,13,24.0,14
49465,W,0.474,0.5,0.837,9,27,36,24,15,2,23,24.0,1,0.55,0.267,0.793,7,28,35,34,10,3,23,30.0,-1
49466,W,0.469,0.333,0.84,9,45,54,21,9,8,10,18.0,26,0.315,0.318,0.706,11,35,46,19,6,5,13,19.0,-26
49467,W,0.413,0.433,0.765,19,29,48,26,11,8,20,23.0,6,0.512,0.444,0.68,9,30,39,28,10,2,20,26.0,-6
49468,L,0.446,0.381,0.87,16,24,40,20,9,7,13,25.0,-2,0.545,0.429,0.688,11,34,45,22,6,4,23,22.0,2
49469,L,0.427,0.294,0.933,8,28,36,21,4,7,17,21.0,-2,0.431,0.263,0.783,11,30,41,21,7,3,17,18.0,2
49470,W,0.468,0.333,0.844,10,33,43,24,9,6,16,29.0,3,0.419,0.385,0.806,13,29,42,17,4,1,19,24.0,-3
49471,W,0.525,0.5,0.556,7,34,41,22,5,6,12,18.0,15,0.378,0.154,0.87,16,31,47,17,4,2,13,20.0,-15
49472,W,0.5,0.484,0.656,17,39,56,27,9,15,13,26.0,42,0.333,0.375,0.857,13,27,40,11,6,4,20,29.0,-42
49473,L,0.419,0.333,0.722,11,34,45,22,4,6,12,26.0,-8,0.456,0.385,0.714,12,33,45,20,9,11,8,22.0,8
49474,W,0.565,0.438,0.88,7,28,35,30,9,4,15,28.0,17,0.456,0.231,0.786,10,26,36,16,9,4,16,25.0,-17
49475,W,0.537,0.214,0.826,3,32,35,25,3,3,14,13.0,9,0.4,0.176,0.667,17,21,38,21,7,2,8,21.0,-9
49476,L,0.44,0.273,0.609,12,37,49,20,4,4,8,26.0,-12,0.464,0.524,0.821,7,36,43,24,4,4,6,22.0,12
49477,L,0.461,0.357,0.75,13,26,39,25,7,3,12,21.0,-1,0.464,0.467,0.895,12,33,45,22,6,5,14,17.0,1
49478,L,0.519,0.474,0.704,12,30,42,27,8,6,20,21.0,-8,0.5,0.667,0.828,10,28,38,27,12,6,17,25.0,8
49479,L,0.467,0.25,0.8,15,23,38,27,8,2,11,19.0,-1,0.494,0.2,0.923,15,32,47,12,3,5,17,24.0,1
49480,L,0.554,0.353,0.72,10,20,30,26,10,7,15,32.0,-7,0.547,0.231,0.792,13,28,41,22,6,1,17,17.0,7
49481,W,0.376,0.143,0.591,21,31,52,16,11,3,17,23.0,7,0.395,0.214,0.714,10,36,46,18,9,6,21,23.0,-7
49482,W,0.481,0.333,0.844,7,24,31,22,12,5,12,20.0,5,0.471,0.385,0.842,19,30,49,22,9,2,21,22.0,-5
49483,W,0.506,0.414,0.667,13,28,41,23,11,11,19,21.0,21,0.453,0.25,0.864,9,28,37,13,6,2,25,18.0,-21
49484,W,0.426,0.4,0.719,21,34,55,23,13,2,28,29.0,5,0.469,0.316,0.647,16,32,48,21,18,7,26,30.0,-5
49485,W,0.512,0.364,0.88,3,28,31,27,11,3,15,20.0,5,0.494,0.4,0.944,7,36,43,25,7,2,20,23.0,-5
49486,W,0.479,0.393,0.813,13,37,50,16,5,3,17,11.0,15,0.429,0.455,0.889,7,24,31,20,7,3,12,27.0,-15
49487,W,0.427,0.538,0.963,9,22,31,14,11,3,13,13.0,7,0.552,0.45,0.636,8,30,38,28,7,9,23,18.0,-7
49488,L,0.387,0.25,0.867,4,40,44,11,6,9,19,24.0,-4,0.386,0.4,0.733,9,36,45,16,9,2,15,24.0,4
49489,W,0.518,0.238,0.909,8,29,37,26,6,3,9,17.0,7,0.5,0.133,0.64,11,30,41,28,6,2,12,16.0,-7
49490,L,0.424,0.364,0.917,16,26,42,24,8,8,11,22.0,-10,0.543,0.222,0.808,8,35,43,27,5,8,15,15.0,10
49491,W,0.494,0.286,0.824,10,32,42,26,9,1,14,22.0,3,0.423,0.238,0.917,8,28,36,19,6,5,13,17.0,-3
49492,W,0.485,0.429,0.68,13,34,47,28,11,6,12,22.0,3,0.475,0.45,0.857,14,34,48,24,5,3,16,21.0,-3
49493,W,0.486,0.4,0.793,6,38,44,19,7,7,13,16.0,12,0.412,0.4,0.647,11,30,41,17,5,3,14,21.0,-12
49494,W,0.453,0.25,0.893,14,29,43,19,10,5,18,27.0,13,0.368,0.059,0.794,17,27,44,11,10,1,17,27.0,-13
49495,W,0.412,0.333,0.742,17,26,43,21,6,7,12,23.0,2,0.43,0.25,0.875,14,37,51,16,6,9,23,31.0,-2
49496,L,0.386,0.25,0.65,11,31,42,17,8,0,12,20.0,-6,0.449,0.412,0.818,10,37,47,17,6,5,19,22.0,6
49497,L,0.447,0.267,0.769,11,35,46,12,7,5,21,16.0,-11,0.451,0.619,0.762,9,29,38,21,16,2,12,17.0,11
49498,L,0.43,0.25,0.75,15,26,41,16,8,10,21,24.0,-9,0.482,0.2,0.739,13,30,43,13,7,5,15,19.0,9
49499,L,0.443,0.381,0.8,11,33,44,26,8,7,16,19.0,-5,0.476,0.444,0.808,5,32,37,19,7,2,13,17.0,5
49500,L,0.48,0.4,0.909,3,37,40,22,3,6,16,22.0,-3,0.415,0.313,0.619,7,30,37,22,4,6,8,11.0,3
49501,W,0.549,0.471,0.867,14,35,49,33,6,4,15,26.0,25,0.427,0.3,0.839,6,19,25,21,4,2,14,15.0,-25
49502,L,0.4,0.158,0.714,14,35,49,20,12,6,17,25.0,-10,0.474,0.389,0.714,8,37,45,20,9,3,16,23.0,10
49503,W,0.442,0.313,0.83,10,39,49,23,9,4,7,22.0,26,0.374,0.231,0.697,19,35,54,11,5,5,17,34.0,-26
49504,W,0.451,0.529,0.679,13,33,46,27,8,4,13,17.0,5,0.429,0.261,0.826,15,31,46,19,6,2,14,22.0,-5
49505,L,0.542,0.304,0.773,13,27,40,29,6,4,14,22.0,-4,0.556,0.478,0.773,11,24,35,28,7,1,15,20.0,4
49506,L,0.427,0.4,0.882,9,31,40,17,9,2,18,21.0,-9,0.474,0.4,0.8,8,32,40,22,9,3,13,16.0,9
49507,W,0.415,0.385,0.636,8,39,47,20,6,12,15,19.0,2,0.436,0.389,0.708,6,38,44,15,8,7,18,21.0,-2
49508,W,0.43,0.182,0.625,11,32,43,16,9,2,10,18.0,4,0.474,0.308,0.813,9,37,46,18,6,3,17,24.0,-4
49509,W,0.5,0.4,0.85,4,34,38,20,6,8,19,12.0,2,0.418,0.5,1.0,14,28,42,24,11,2,13,21.0,-2
49510,L,0.458,0.286,0.815,11,21,32,19,12,3,17,23.0,-7,0.527,0.313,0.813,11,31,42,19,13,7,21,26.0,7
49511,W,0.476,0.333,0.857,16,29,45,19,12,2,15,22.0,10,0.475,0.29,0.667,13,28,41,23,5,4,23,19.0,-10
49512,L,0.398,0.316,0.792,15,26,41,19,7,10,14,18.0,-4,0.424,0.462,0.647,15,31,46,22,9,9,17,20.0,4
49513,W,0.449,0.333,0.75,14,28,42,24,9,3,18,19.0,5,0.38,0.381,0.842,26,28,54,23,12,3,27,21.0,-5
49514,L,0.407,0.3,0.905,13,32,45,18,5,7,12,19.0,-2,0.439,0.529,0.545,12,32,44,27,2,2,9,18.0,2
49515,L,0.439,0.4,0.766,10,36,46,21,3,7,12,20.0,-2,0.484,0.421,0.857,10,34,44,30,6,5,12,32.0,2
49516,W,0.5,0.429,0.875,11,34,45,26,10,5,14,18.0,22,0.425,0.353,0.556,6,27,33,16,7,5,19,18.0,-22
49517,W,0.513,0.313,0.786,12,33,45,18,9,5,16,22.0,27,0.378,0.263,0.905,9,25,34,19,6,6,20,29.0,-27
49518,W,0.644,0.533,0.762,10,35,45,37,7,7,14,20.0,31,0.433,0.471,0.9,13,19,32,22,9,4,10,20.0,-31
49519,W,0.506,0.5,0.714,5,28,33,29,11,7,13,24.0,19,0.463,0.313,0.833,7,32,39,19,4,2,25,21.0,-19
49520,W,0.493,0.611,0.867,10,31,41,21,6,11,19,17.0,12,0.465,0.7,0.571,13,21,34,21,10,4,15,24.0,-12
49521,L,0.468,0.226,0.884,9,32,41,17,10,4,21,25.0,-5,0.528,0.5,0.719,9,27,36,23,13,3,14,33.0,5
49522,L,0.43,0.375,0.56,18,23,41,23,7,4,21,21.0,-10,0.5,0.357,0.893,6,29,35,24,7,3,14,22.0,10
49523,L,0.442,0.25,0.727,7,33,40,21,3,3,11,25.0,-8,0.415,0.471,0.543,15,33,48,21,4,5,9,21.0,8
49524,L,0.493,0.385,0.667,7,25,32,24,3,3,17,16.0,-17,0.517,0.533,0.714,11,33,44,23,11,3,13,16.0,17
49525,L,0.444,0.25,0.625,8,33,41,25,6,8,19,23.0,-9,0.471,0.364,0.6,12,29,41,15,5,2,15,24.0,9
49526,W,0.443,0.462,0.636,16,35,51,25,10,10,17,24.0,7,0.391,0.3,0.895,10,34,44,20,6,7,15,21.0,-7
49527,L,0.457,0.3,0.76,14,24,38,23,7,5,17,26.0,-5,0.493,0.429,0.818,8,28,36,23,9,13,17,22.0,5
49528,W,0.493,0.143,0.946,5,29,34,17,11,7,15,22.0,6,0.481,0.333,0.741,12,25,37,25,8,1,17,25.0,-6
49529,L,0.452,0.286,0.579,12,28,40,20,4,3,12,10.0,-15,0.541,0.36,0.455,11,38,49,30,8,5,10,19.0,15
49530,W,0.548,0.368,0.913,11,35,46,29,14,10,14,7.0,30,0.411,0.304,0.714,18,21,39,20,9,4,19,16.0,-30
49531,L,0.5,0.188,0.78,11,26,37,18,4,4,14,22.0,-5,0.544,0.563,0.68,9,26,35,24,5,0,12,30.0,5
49532,W,0.489,0.28,0.806,11,32,43,25,5,5,11,20.0,6,0.408,0.31,0.767,18,32,50,19,8,6,10,25.0,-6
49533,W,0.519,0.333,0.63,13,29,42,19,8,3,11,13.0,14,0.409,0.278,0.632,21,29,50,18,6,1,11,22.0,-14
49534,L,0.463,0.2,0.763,12,37,49,19,9,4,22,26.0,-6,0.476,0.611,0.667,7,27,34,21,10,3,13,25.0,6
49535,L,0.527,0.5,0.552,7,27,34,23,7,6,16,23.0,-4,0.5,0.462,0.774,12,27,39,20,9,3,16,24.0,4
49536,L,0.449,0.409,0.769,11,30,41,20,4,4,15,22.0,-3,0.5,0.389,0.68,9,32,41,17,9,9,16,16.0,3
49537,L,0.493,0.263,0.524,11,30,41,23,5,5,16,22.0,-4,0.429,0.333,0.737,15,28,43,25,7,3,9,18.0,4
49538,W,0.443,0.273,0.793,16,31,47,19,10,4,10,20.0,9,0.446,0.125,0.609,14,28,42,22,6,3,13,22.0,-9
49539,W,0.436,0.4,0.762,17,39,56,22,9,8,14,22.0,9,0.38,0.379,0.88,11,32,43,22,9,11,14,17.0,-9
49540,L,0.419,0.238,0.8,13,17,30,27,13,9,12,19.0,-8,0.493,0.438,0.75,16,32,48,23,5,6,24,14.0,8
49541,W,0.548,0.5,0.923,9,21,30,20,8,8,14,23.0,2,0.539,0.467,0.792,11,19,30,25,7,4,15,19.0,-2
49542,W,0.482,0.444,0.839,10,37,47,21,10,5,14,19.0,23,0.415,0.444,0.875,8,30,38,13,5,6,15,21.0,-23
49543,W,0.447,0.391,0.765,12,28,40,24,9,10,15,14.0,7,0.449,0.6,0.5,17,30,47,25,9,6,23,26.0,-7
49544,L,0.493,0.444,0.8,2,29,31,15,3,5,13,21.0,-1,0.416,0.32,0.731,13,30,43,18,4,4,10,14.0,1
49545,L,0.386,0.133,0.826,11,30,41,15,6,3,13,19.0,-14,0.456,0.4,1.0,7,35,42,21,5,7,14,25.0,14
49546,W,0.506,0.3,0.722,11,27,38,18,5,2,9,22.0,9,0.451,0.263,0.724,13,31,44,17,5,4,11,29.0,-9
49547,W,0.337,0.375,0.81,19,39,58,15,8,9,20,14.0,7,0.341,0.455,0.6,11,31,42,18,10,4,17,23.0,-7
49548,W,0.481,0.333,0.926,10,30,40,23,8,5,12,20.0,20,0.407,0.235,0.895,13,25,38,15,6,7,13,24.0,-20
49549,L,0.53,0.222,0.833,9,29,38,20,9,5,17,23.0,-6,0.577,0.583,0.731,3,29,32,32,12,5,17,21.0,6
49550,L,0.443,0.381,0.708,13,30,43,26,5,8,11,24.0,-1,0.443,0.286,0.759,11,29,40,22,4,7,9,22.0,1
49551,L,0.49,0.391,0.765,20,29,49,30,7,3,18,23.0,-5,0.512,0.55,0.684,10,22,32,31,11,3,12,23.0,5
49552,L,0.437,0.188,0.708,9,33,42,15,5,7,12,24.0,-8,0.45,0.333,0.722,11,36,47,28,8,1,17,23.0,8
49553,W,0.45,0.455,0.872,15,25,40,22,12,7,15,25.0,6,0.474,0.381,0.742,12,27,39,21,9,4,21,27.0,-6
49554,L,0.453,0.111,0.667,18,23,41,14,10,3,12,16.0,-6,0.539,0.333,0.789,9,28,37,18,7,5,12,17.0,6
49555,L,0.452,0.308,0.8,5,31,36,20,8,6,14,23.0,-13,0.409,0.55,0.895,13,32,45,16,9,5,12,21.0,13
49556,W,0.424,0.389,0.815,14,30,44,22,13,5,13,25.0,4,0.446,0.368,0.667,9,33,42,22,8,3,16,20.0,-4
49557,W,0.427,0.2,0.8,9,34,43,17,4,8,10,22.0,6,0.416,0.176,0.68,11,41,52,12,4,1,16,20.0,-6
49558,L,0.395,0.333,0.737,17,17,34,16,6,0,13,17.0,-14,0.597,0.4,0.947,9,26,35,32,5,8,13,28.0,14
49559,W,0.438,0.353,0.794,9,38,47,12,10,6,20,22.0,17,0.363,0.214,0.55,15,24,39,17,10,4,18,27.0,-17
49560,L,0.506,0.375,0.818,12,22,34,25,8,3,15,21.0,-7,0.507,0.4,0.971,14,25,39,18,9,6,12,21.0,7
49561,W,0.493,0.407,0.704,8,30,38,21,3,3,15,18.0,3,0.442,0.44,0.667,12,30,42,20,9,3,13,26.0,-3
49562,W,0.521,0.5,0.75,8,37,45,25,5,11,17,23.0,3,0.462,0.45,0.652,9,28,37,21,5,9,11,27.0,-3
49563,W,0.463,0.4,0.76,3,35,38,28,6,3,8,18.0,8,0.43,0.462,0.864,9,36,45,23,2,5,15,21.0,-8
49564,L,0.479,0.333,0.76,11,21,32,21,8,3,23,24.0,-3,0.486,0.667,0.536,14,26,40,18,12,4,20,24.0,3
49565,L,0.461,0.375,0.593,19,28,47,22,6,7,13,23.0,-11,0.538,0.625,0.828,8,32,40,24,9,4,13,20.0,11
49566,L,0.443,0.222,0.867,12,30,42,18,5,6,16,24.0,-10,0.5,0.533,0.87,5,25,30,26,4,8,11,24.0,10
49567,W,0.488,0.357,0.66,10,34,44,23,4,2,14,26.0,2,0.439,0.29,0.697,15,36,51,24,4,12,11,33.0,-2
49568,W,0.563,0.4,0.684,11,36,47,28,9,5,16,26.0,15,0.407,0.364,0.769,15,21,36,19,8,0,13,18.0,-15
49569,L,0.48,0.368,0.741,10,28,38,20,7,4,19,19.0,-1,0.46,0.368,0.867,12,27,39,25,11,7,14,20.0,1
49570,L,0.368,0.125,0.75,16,32,48,15,9,3,13,24.0,-8,0.466,0.167,0.828,6,38,44,20,4,5,14,21.0,8
49571,W,0.482,0.462,0.682,12,38,50,24,7,4,14,11.0,9,0.424,0.353,0.714,12,30,42,17,8,3,11,21.0,-9
49572,W,0.658,0.615,0.462,11,29,40,32,7,2,14,17.0,31,0.388,0.273,0.75,18,18,36,12,10,5,16,20.0,-31
49573,W,0.547,0.368,0.88,9,33,42,29,9,3,11,27.0,27,0.444,0.263,0.73,6,26,32,19,4,4,17,22.0,-27
49574,L,0.393,0.25,0.762,11,30,41,18,5,5,5,20.0,-13,0.446,0.438,0.917,13,42,55,21,4,2,12,18.0,13
49575,W,0.402,0.083,0.838,9,35,44,19,8,8,7,22.0,10,0.376,0.19,0.8,16,41,57,11,3,7,15,30.0,-10
49576,L,0.449,0.267,0.846,17,22,39,15,6,5,16,27.0,-7,0.521,0.4,0.846,10,27,37,14,7,5,18,17.0,7
49577,W,0.534,0.526,0.893,5,28,33,26,9,9,14,21.0,2,0.483,0.348,0.76,15,28,43,24,8,2,17,22.0,-2
49578,W,0.488,0.571,0.688,7,24,31,23,8,4,10,22.0,2,0.507,0.389,0.87,4,31,35,27,4,6,15,22.0,-2
49579,W,0.5,0.417,0.862,13,30,43,26,9,7,9,21.0,17,0.468,0.333,0.71,12,28,40,18,6,3,17,24.0,-17
49580,W,0.541,0.4,0.652,13,24,37,25,9,5,17,27.0,16,0.456,0.167,0.727,10,24,34,15,8,1,18,23.0,-16
49581,W,0.4,0.318,0.5,16,32,48,18,6,7,12,20.0,3,0.385,0.385,0.821,7,28,35,18,6,5,18,26.0,-3
49582,W,0.506,0.538,0.75,6,41,47,24,7,14,17,25.0,27,0.333,0.222,0.727,13,29,42,10,7,3,12,18.0,-27
49583,W,0.405,0.353,0.857,9,33,42,20,8,4,16,30.0,11,0.338,0.0,0.871,13,30,43,17,5,7,14,24.0,-11
49584,L,0.516,0.542,0.706,10,23,33,24,7,2,10,25.0,-6,0.571,0.435,0.844,12,31,43,31,7,7,18,16.0,6
49585,L,0.485,0.125,0.63,3,28,31,20,7,3,15,25.0,-5,0.431,0.667,0.844,6,31,37,16,6,2,20,26.0,5
49586,W,0.425,0.294,0.815,10,34,44,14,6,3,12,18.0,8,0.465,0.235,0.773,2,36,38,21,8,1,15,23.0,-8
49587,L,0.419,0.214,0.739,5,26,31,20,5,3,14,23.0,-12,0.439,0.25,0.708,16,30,46,21,10,4,13,22.0,12
49588,L,0.4,0.25,0.72,9,25,34,22,6,5,8,20.0,-5,0.447,0.263,0.652,20,39,59,17,3,3,18,19.0,5
